brand,processor,ram_gb,storage,gpu,screen_size_inch,resolution,battery_life_hours,weight_kg,operating_system,price_usd
Asus,AMD Ryzen 7,16,1TBHDD,AMD Radeon RX 6600,17.3,3840x2160,6.9,2.21,Windows,2272.43
Apple,Intel i3,64,1TBHDD,Nvidia RTX 2060,15.6,2560x1440,5.7,3.06,Windows,3458.71
Asus,Intel i3,4,2TBSSD,AMD Radeon RX 6600,14.0,3840x2160,4.3,3.26,Macos,1273.42
Lenovo,Intel i9,16,1TBSSD,Nvidia RTX 2060,13.3,1920x1080,4.9,3.01,Freedos,2106.05
MSI,AMD Ryzen 5,8,1TBSSD,AMD Radeon RX 6800,17.3,3840x2160,11.1,1.36,Windows,2494.07
Dell,AMD Ryzen 7,4,2TBSSD,Nvidia RTX 2060,13.3,3840x2160,6.0,2.75,Linux,1998.56
Asus,AMD Ryzen 9,64,256GBSSD,AMD Radeon RX 6800,13.3,1920x1080,5.0,1.85,Macos,3876.56
Samsung,AMD Ryzen 7,64,256GBSSD,AMD Radeon RX 6600,15.6,2560x1440,11.7,2.72,Freedos,4145.58
Asus,AMD Ryzen 5,4,512GBSSD,Nvidia RTX 3080,14.0,3840x2160,10.7,2.14,Freedos,1451.19
Asus,Intel i3,4,512GBSSD,Nvidia RTX 3080,17.3,1366x768,6.9,2.69,Macos,594.92
Dell,AMD Ryzen 3,8,512GBSSD,Integrated,13.3,1920x1080,11.8,1.62,Freedos,588.55
Samsung,AMD Ryzen 3,8,2TBSSD,Integrated,13.3,1920x1080,8.8,2.55,Windows,507.45
Dell,Intel i5,8,512GBSSD,Integrated,13.3,3840x2160,9.9,1.3,Linux,1196.82
Apple,Intel i9,16,2TBSSD,AMD Radeon RX 6800,16.0,3840x2160,6.1,3.42,Linux,5446.27
HP,Intel i7,64,1TBHDD,Nvidia RTX 2060,17.3,1366x768,4.5,1.95,Windows,2364.64
Razer,AMD Ryzen 7,8,1TBHDD,AMD Radeon RX 6800,14.0,1366x768,7.0,2.94,Linux,1272.62
Acer,Intel i5,8,1TBHDD,AMD Radeon RX 6800,13.3,3840x2160,8.9,3.36,Macos,1269.36
HP,AMD Ryzen 3,32,512GBSSD,AMD Radeon RX 6800,16.0,3840x2160,5.3,1.52,Windows,2332.72
Acer,AMD Ryzen 9,16,256GBSSD,Nvidia RTX 3060,17.3,1920x1080,7.2,2.93,Macos,2246.35
Microsoft,Intel i7,64,512GBSSD,Nvidia GTX 1650,16.0,1920x1080,9.4,2.8,Freedos,3198.8
Dell,AMD Ryzen 7,16,2TBSSD,Nvidia RTX 2060,13.3,1366x768,7.4,1.52,Windows,1301.58
Lenovo,AMD Ryzen 7,16,1TBHDD,Nvidia RTX 3080,14.0,1920x1080,9.3,2.1,Macos,1151.77
Samsung,Intel i3,16,1TBHDD,Nvidia RTX 2060,14.0,1366x768,4.4,1.72,Linux,711.57
HP,Intel i3,8,512GBSSD,Nvidia RTX 2060,16.0,2560x1440,4.9,3.37,Macos,1043.46
Asus,AMD Ryzen 5,16,1TBHDD,Nvidia GTX 1650,14.0,1366x768,10.8,3.35,Windows,988.22
Razer,AMD Ryzen 3,8,1TBHDD,Nvidia GTX 1650,14.0,1920x1080,4.8,3.07,Macos,938.42
MSI,Intel i5,32,2TBSSD,AMD Radeon RX 6600,15.6,3840x2160,11.7,2.51,Freedos,3668.97
Lenovo,AMD Ryzen 5,64,1TBSSD,Integrated,14.0,1920x1080,8.9,1.47,Macos,1720.9
HP,Intel i5,16,256GBSSD,Nvidia RTX 3080,15.6,3840x2160,9.2,2.84,Macos,2297.27
Dell,AMD Ryzen 9,64,1TBSSD,Nvidia GTX 1650,13.3,1366x768,9.7,3.21,Linux,3218.91
Dell,Intel i7,32,1TBSSD,Integrated,17.3,1366x768,10.5,1.68,Windows,1195.19
HP,AMD Ryzen 9,64,2TBSSD,Nvidia RTX 3080,17.3,2560x1440,9.6,1.58,Freedos,5305.75
MSI,Intel i3,8,1TBSSD,AMD Radeon RX 6800,17.3,1366x768,11.6,2.14,Windows,896.95
Microsoft,AMD Ryzen 7,64,1TBSSD,Nvidia GTX 1650,17.3,1920x1080,5.5,1.29,Macos,3169.4
MSI,AMD Ryzen 9,4,1TBSSD,AMD Radeon RX 6600,15.6,2560x1440,10.6,2.11,Macos,2567.02
Apple,AMD Ryzen 7,16,2TBSSD,Nvidia RTX 2060,16.0,1920x1080,7.7,2.44,Freedos,2470.04
Razer,Intel i9,32,1TBSSD,AMD Radeon RX 6800,14.0,3840x2160,6.1,3.29,Linux,6044.66
Acer,AMD Ryzen 7,8,1TBHDD,AMD Radeon RX 6600,17.3,3840x2160,6.4,2.69,Freedos,1774.46
Asus,AMD Ryzen 9,32,1TBHDD,AMD Radeon RX 6600,17.3,1920x1080,4.1,2.36,Macos,2514.17
Dell,AMD Ryzen 7,16,1TBHDD,AMD Radeon RX 6800,14.0,3840x2160,5.4,2.02,Windows,2135.0
Razer,Intel i9,8,256GBSSD,AMD Radeon RX 6800,16.0,2560x1440,12.0,2.37,Macos,3238.41
Acer,Intel i5,8,1TBSSD,AMD Radeon RX 6800,14.0,1920x1080,8.9,2.33,Freedos,908.29
Microsoft,AMD Ryzen 5,32,256GBSSD,AMD Radeon RX 6800,15.6,2560x1440,9.3,2.65,Windows,2296.52
Acer,Intel i7,32,256GBSSD,AMD Radeon RX 6600,13.3,1366x768,7.8,1.22,Macos,1677.88
Asus,AMD Ryzen 9,4,2TBSSD,Nvidia RTX 3060,16.0,2560x1440,8.1,1.79,Linux,2111.15
MSI,Intel i5,8,1TBSSD,AMD Radeon RX 6800,16.0,1920x1080,4.1,3.19,Windows,1548.09
MSI,Intel i3,16,512GBSSD,Integrated,13.3,1920x1080,4.5,2.15,Windows,973.19
Microsoft,AMD Ryzen 5,16,2TBSSD,Nvidia RTX 3080,14.0,1920x1080,4.1,1.75,Freedos,1239.55
Lenovo,AMD Ryzen 7,64,1TBSSD,Nvidia RTX 3080,16.0,3840x2160,4.6,2.87,Linux,5367.1
Microsoft,AMD Ryzen 9,64,1TBHDD,Integrated,17.3,1920x1080,5.3,3.46,Freedos,2413.26
Lenovo,AMD Ryzen 3,16,1TBHDD,Nvidia RTX 2060,13.3,3840x2160,7.2,1.75,Linux,1440.05
Microsoft,AMD Ryzen 3,8,512GBSSD,AMD Radeon RX 6800,17.3,1366x768,11.2,1.3,Freedos,718.65
Acer,Intel i9,32,1TBHDD,Nvidia RTX 3060,16.0,2560x1440,8.8,2.04,Windows,2885.39
Dell,AMD Ryzen 9,64,1TBHDD,Nvidia GTX 1650,16.0,2560x1440,11.8,2.37,Freedos,4513.81
HP,Intel i5,8,1TBHDD,AMD Radeon RX 6800,15.6,2560x1440,4.6,2.97,Macos,1259.99
Lenovo,AMD Ryzen 3,64,256GBSSD,Nvidia RTX 3060,17.3,1920x1080,11.8,2.41,Macos,2299.66
HP,Intel i9,8,512GBSSD,Nvidia RTX 2060,13.3,2560x1440,11.8,3.17,Freedos,2149.5
Asus,Intel i9,4,256GBSSD,Integrated,14.0,3840x2160,8.9,2.15,Macos,1785.84
Lenovo,Intel i5,32,1TBHDD,AMD Radeon RX 6800,17.3,1920x1080,5.2,3.02,Windows,1533.35
Microsoft,AMD Ryzen 5,32,512GBSSD,Nvidia RTX 3080,14.0,1920x1080,7.4,3.39,Linux,1714.52
HP,Intel i9,8,1TBSSD,AMD Radeon RX 6600,13.3,1366x768,11.8,1.37,Macos,1328.31
Acer,Intel i9,64,256GBSSD,Integrated,15.6,3840x2160,5.3,2.45,Linux,4706.55
Apple,Intel i3,16,1TBSSD,AMD Radeon RX 6600,16.0,1366x768,9.7,2.88,Freedos,1256.99
HP,AMD Ryzen 9,32,1TBSSD,Nvidia RTX 3080,15.6,3840x2160,9.4,3.04,Windows,4937.87
Microsoft,Intel i3,4,1TBSSD,Nvidia RTX 3060,17.3,1366x768,5.1,1.71,Freedos,702.35
Microsoft,AMD Ryzen 7,16,2TBSSD,AMD Radeon RX 6800,14.0,1366x768,4.7,3.23,Windows,1330.0
Razer,Intel i3,8,256GBSSD,Nvidia RTX 3060,17.3,1920x1080,9.2,1.8,Linux,1325.13
MSI,Intel i3,8,2TBSSD,Nvidia RTX 2060,16.0,1366x768,10.7,2.58,Freedos,1088.65
Samsung,Intel i5,64,1TBSSD,Nvidia RTX 3080,15.6,1366x768,10.8,1.73,Macos,2290.7
Lenovo,Intel i3,8,1TBHDD,Nvidia GTX 1650,13.3,1366x768,4.5,1.45,Linux,488.62
Samsung,AMD Ryzen 9,32,1TBHDD,Nvidia RTX 3080,17.3,2560x1440,7.1,3.24,Macos,3084.99
Acer,Intel i9,64,2TBSSD,Nvidia RTX 3080,14.0,1366x768,10.6,3.49,Windows,3201.6
MSI,Intel i7,4,2TBSSD,AMD Radeon RX 6600,13.3,1920x1080,9.6,2.49,Macos,1514.3
HP,Intel i7,32,256GBSSD,AMD Radeon RX 6600,17.3,2560x1440,6.8,3.09,Windows,2650.08
Samsung,AMD Ryzen 7,16,2TBSSD,Nvidia RTX 2060,17.3,1920x1080,11.2,2.46,Linux,1678.95
Acer,Intel i7,8,1TBSSD,Nvidia GTX 1650,14.0,2560x1440,10.8,3.38,Linux,1709.56
Asus,Intel i9,32,1TBHDD,Nvidia RTX 3060,17.3,1366x768,10.0,3.44,Linux,2113.89
Samsung,Intel i3,64,1TBSSD,AMD Radeon RX 6600,14.0,2560x1440,7.0,1.34,Freedos,2437.15
Microsoft,Intel i9,64,256GBSSD,Integrated,14.0,2560x1440,4.7,3.42,Macos,3309.91
Acer,Intel i3,32,512GBSSD,Nvidia RTX 3060,13.3,1366x768,5.9,2.96,Windows,1083.76
HP,Intel i3,32,256GBSSD,Integrated,15.6,1920x1080,10.0,3.01,Linux,896.89
HP,AMD Ryzen 9,4,256GBSSD,Integrated,16.0,1920x1080,7.1,2.91,Windows,1062.25
HP,AMD Ryzen 9,8,256GBSSD,Nvidia RTX 3060,13.3,1366x768,9.8,1.6,Macos,1323.88
Razer,Intel i7,64,2TBSSD,Nvidia RTX 3060,16.0,2560x1440,5.5,2.19,Macos,5522.57
Asus,Intel i9,64,1TBHDD,AMD Radeon RX 6800,13.3,1920x1080,5.0,1.7,Windows,3353.5
MSI,AMD Ryzen 5,4,512GBSSD,AMD Radeon RX 6800,15.6,1366x768,5.5,3.42,Macos,1174.23
Acer,Intel i7,32,256GBSSD,AMD Radeon RX 6600,13.3,3840x2160,6.7,1.64,Windows,3344.58
Apple,Intel i7,64,1TBHDD,Integrated,17.3,3840x2160,11.1,2.73,Linux,4391.85
Dell,Intel i7,4,1TBSSD,Integrated,16.0,2560x1440,5.1,1.35,Macos,1087.99
Dell,Intel i3,32,512GBSSD,Nvidia RTX 3060,16.0,2560x1440,7.4,2.6,Windows,1743.52
Dell,Intel i9,16,2TBSSD,AMD Radeon RX 6800,14.0,2560x1440,8.7,2.68,Macos,2607.17
Microsoft,AMD Ryzen 7,16,1TBHDD,Nvidia GTX 1650,16.0,2560x1440,10.7,2.13,Freedos,1677.52
HP,AMD Ryzen 5,4,256GBSSD,Nvidia RTX 3060,16.0,2560x1440,9.9,3.29,Freedos,1165.27
Samsung,AMD Ryzen 5,4,2TBSSD,AMD Radeon RX 6600,16.0,3840x2160,10.6,2.81,Freedos,1515.05
Dell,AMD Ryzen 9,64,1TBSSD,Nvidia GTX 1650,14.0,3840x2160,9.0,1.43,Linux,6508.9
HP,AMD Ryzen 9,16,256GBSSD,Nvidia RTX 3060,16.0,1366x768,6.7,1.63,Linux,1951.13
Apple,Intel i5,32,1TBSSD,Nvidia RTX 3060,14.0,1366x768,11.0,3.26,Macos,1943.98
Apple,AMD Ryzen 5,8,2TBSSD,Nvidia RTX 3080,14.0,2560x1440,5.6,3.38,Linux,1989.87
Razer,Intel i9,8,1TBSSD,Nvidia RTX 3080,16.0,2560x1440,6.8,2.95,Windows,3091.7
MSI,Intel i7,64,1TBSSD,AMD Radeon RX 6800,13.3,1366x768,4.6,1.62,Freedos,3226.84
Asus,Intel i9,8,1TBSSD,Nvidia RTX 3080,16.0,3840x2160,9.7,1.53,Windows,3086.74
Asus,AMD Ryzen 5,8,2TBSSD,Nvidia RTX 2060,16.0,3840x2160,8.1,1.3,Windows,1809.13
Dell,AMD Ryzen 3,16,1TBHDD,AMD Radeon RX 6800,14.0,1366x768,10.7,3.1,Freedos,580.44
Lenovo,AMD Ryzen 3,64,512GBSSD,AMD Radeon RX 6600,17.3,2560x1440,9.6,1.35,Macos,2769.28
Microsoft,AMD Ryzen 9,4,512GBSSD,Integrated,14.0,2560x1440,5.8,3.0,Linux,1370.41
MSI,Intel i5,8,2TBSSD,Nvidia GTX 1650,15.6,2560x1440,4.1,2.63,Windows,1774.25
Acer,Intel i3,4,1TBHDD,AMD Radeon RX 6600,15.6,1366x768,7.3,1.81,Freedos,463.4
Apple,Intel i7,8,2TBSSD,Integrated,14.0,2560x1440,10.3,2.49,Freedos,1460.41
Lenovo,AMD Ryzen 9,16,2TBSSD,AMD Radeon RX 6600,13.3,2560x1440,4.5,2.5,Macos,2592.02
Dell,Intel i3,16,256GBSSD,Nvidia RTX 2060,15.6,2560x1440,11.1,2.6,Macos,1533.77
Razer,AMD Ryzen 7,8,1TBHDD,AMD Radeon RX 6600,13.3,1920x1080,9.2,1.9,Macos,1326.94
Lenovo,AMD Ryzen 9,32,512GBSSD,Integrated,14.0,1920x1080,11.9,3.32,Macos,1811.72
Apple,Intel i5,32,2TBSSD,AMD Radeon RX 6600,14.0,1920x1080,8.0,2.17,Windows,2416.58
HP,Intel i5,32,512GBSSD,Nvidia RTX 3060,13.3,1366x768,9.2,2.88,Linux,1297.34
HP,AMD Ryzen 9,64,256GBSSD,AMD Radeon RX 6600,17.3,1920x1080,7.5,2.51,Freedos,4291.01
Asus,Intel i5,4,512GBSSD,Nvidia RTX 3080,13.3,1920x1080,11.4,2.08,Freedos,1017.92
MSI,AMD Ryzen 5,16,2TBSSD,Nvidia RTX 3060,17.3,3840x2160,4.9,2.94,Freedos,2700.14
MSI,AMD Ryzen 5,4,256GBSSD,Nvidia GTX 1650,17.3,1366x768,4.7,3.08,Windows,1216.67
Apple,Intel i5,32,1TBHDD,Nvidia RTX 3060,15.6,3840x2160,6.9,3.36,Windows,3738.57
MSI,Intel i3,64,2TBSSD,Nvidia GTX 1650,17.3,1366x768,10.1,1.31,Linux,2241.1
Apple,AMD Ryzen 9,4,1TBHDD,AMD Radeon RX 6800,17.3,1366x768,4.6,1.38,Windows,1726.92
MSI,Intel i9,64,512GBSSD,Nvidia GTX 1650,17.3,1920x1080,6.8,2.69,Linux,5756.6
MSI,AMD Ryzen 9,8,512GBSSD,Nvidia RTX 3060,17.3,1920x1080,11.4,1.26,Macos,2514.0
MSI,AMD Ryzen 9,16,2TBSSD,Nvidia RTX 3060,15.6,3840x2160,6.0,1.98,Linux,4779.33
Samsung,Intel i3,8,1TBSSD,Nvidia GTX 1650,16.0,2560x1440,12.0,1.28,Macos,1231.39
Microsoft,Intel i7,16,2TBSSD,AMD Radeon RX 6800,14.0,1920x1080,6.1,1.77,Freedos,1593.12
Asus,AMD Ryzen 3,32,256GBSSD,Nvidia RTX 2060,13.3,1366x768,6.4,3.1,Linux,1136.16
MSI,Intel i9,4,1TBSSD,Nvidia RTX 3080,13.3,1920x1080,4.0,3.18,Freedos,1932.08
Samsung,Intel i7,32,1TBHDD,Nvidia GTX 1650,16.0,1920x1080,4.6,2.17,Freedos,1906.99
Acer,AMD Ryzen 9,64,512GBSSD,AMD Radeon RX 6600,16.0,3840x2160,10.1,2.9,Windows,7228.01
Samsung,Intel i9,32,2TBSSD,AMD Radeon RX 6800,16.0,1920x1080,6.1,2.79,Windows,2901.7
Apple,Intel i5,16,1TBHDD,Integrated,15.6,1366x768,6.7,1.23,Linux,960.82
Microsoft,AMD Ryzen 7,64,2TBSSD,Integrated,13.3,2560x1440,5.2,2.29,Macos,2331.33
Razer,AMD Ryzen 3,32,1TBHDD,Integrated,16.0,1920x1080,5.6,2.37,Freedos,1262.41
HP,AMD Ryzen 3,16,1TBHDD,Nvidia GTX 1650,14.0,3840x2160,8.3,3.41,Windows,1539.15
Asus,Intel i7,32,2TBSSD,Nvidia RTX 3080,16.0,1366x768,9.8,2.25,Linux,1863.36
HP,Intel i3,8,1TBHDD,Nvidia RTX 3060,17.3,1366x768,6.5,2.65,Linux,583.82
Acer,Intel i9,32,2TBSSD,Nvidia RTX 2060,16.0,1920x1080,5.7,2.46,Linux,2789.52
Apple,Intel i3,64,1TBSSD,Nvidia RTX 3080,13.3,2560x1440,9.4,3.3,Linux,3783.91
Apple,Intel i7,64,2TBSSD,Integrated,14.0,2560x1440,11.9,1.22,Freedos,3580.22
Samsung,AMD Ryzen 5,4,2TBSSD,Nvidia RTX 3080,14.0,3840x2160,6.0,1.39,Freedos,1549.07
Razer,Intel i5,8,1TBSSD,Nvidia RTX 3080,15.6,2560x1440,5.7,2.33,Linux,1777.04
MSI,Intel i9,8,512GBSSD,Nvidia RTX 3060,17.3,1920x1080,8.3,2.97,Linux,2420.67
Apple,Intel i9,8,2TBSSD,Nvidia RTX 3060,15.6,2560x1440,10.5,2.48,Freedos,3281.01
Acer,Intel i3,64,512GBSSD,AMD Radeon RX 6800,14.0,2560x1440,5.0,1.79,Windows,2489.52
Acer,AMD Ryzen 9,16,1TBSSD,AMD Radeon RX 6600,13.3,1366x768,10.4,1.42,Freedos,1520.94
Acer,Intel i3,4,2TBSSD,Nvidia RTX 2060,16.0,2560x1440,9.9,2.5,Freedos,1024.84
Acer,AMD Ryzen 9,32,1TBSSD,Nvidia RTX 2060,13.3,1920x1080,11.3,3.01,Linux,2530.85
Apple,AMD Ryzen 7,32,1TBHDD,AMD Radeon RX 6800,17.3,1920x1080,7.2,1.38,Linux,2787.07
Asus,AMD Ryzen 3,16,2TBSSD,AMD Radeon RX 6600,14.0,1920x1080,8.4,2.72,Macos,922.16
Dell,AMD Ryzen 7,8,1TBHDD,Integrated,13.3,3840x2160,8.9,1.65,Freedos,1306.56
Asus,Intel i9,32,1TBSSD,Nvidia GTX 1650,14.0,1920x1080,6.4,1.46,Windows,2679.3
MSI,Intel i9,32,2TBSSD,Nvidia RTX 3080,16.0,1920x1080,4.8,2.78,Freedos,3803.8
MSI,AMD Ryzen 3,64,1TBSSD,Nvidia RTX 2060,13.3,1920x1080,11.7,2.78,Macos,2671.74
Razer,Intel i3,64,512GBSSD,Integrated,13.3,1366x768,6.3,3.22,Freedos,1587.25
HP,Intel i7,64,1TBSSD,Nvidia RTX 2060,15.6,3840x2160,6.9,3.33,Macos,5524.81
MSI,Intel i9,64,512GBSSD,Nvidia GTX 1650,13.3,1366x768,10.8,1.34,Linux,4241.98
Samsung,AMD Ryzen 3,16,2TBSSD,Nvidia RTX 3060,14.0,1366x768,6.8,1.62,Macos,836.36
Acer,Intel i5,64,1TBSSD,AMD Radeon RX 6600,17.3,1366x768,10.6,3.2,Linux,2103.95
MSI,AMD Ryzen 3,32,512GBSSD,Nvidia RTX 3080,14.0,2560x1440,10.6,1.63,Macos,2090.95
Samsung,AMD Ryzen 5,32,256GBSSD,Nvidia RTX 3060,14.0,1366x768,5.7,1.47,Windows,1223.24
Acer,Intel i3,4,512GBSSD,AMD Radeon RX 6800,13.3,3840x2160,6.9,3.4,Windows,1327.61
Acer,AMD Ryzen 3,8,2TBSSD,Nvidia GTX 1650,13.3,3840x2160,6.6,2.7,Freedos,1301.39
Samsung,Intel i9,8,256GBSSD,AMD Radeon RX 6600,17.3,1920x1080,6.1,2.33,Macos,1773.53
Dell,AMD Ryzen 5,16,2TBSSD,Nvidia RTX 2060,14.0,2560x1440,7.5,3.27,Macos,1382.0
Asus,AMD Ryzen 9,16,512GBSSD,Integrated,14.0,1366x768,10.8,3.31,Macos,1191.5
MSI,Intel i3,32,1TBHDD,AMD Radeon RX 6600,15.6,3840x2160,11.8,1.4,Freedos,2645.26
Dell,AMD Ryzen 7,16,2TBSSD,AMD Radeon RX 6800,15.6,1366x768,5.2,1.54,Freedos,1318.46
Apple,Intel i3,16,256GBSSD,Nvidia RTX 3080,17.3,2560x1440,5.5,1.96,Linux,2113.57
Asus,Intel i7,64,1TBSSD,Nvidia RTX 3080,14.0,2560x1440,5.5,1.49,Linux,3591.81
MSI,Intel i7,16,512GBSSD,Nvidia GTX 1650,17.3,1366x768,11.5,3.04,Freedos,1697.89
Dell,Intel i9,8,2TBSSD,Nvidia RTX 3080,15.6,1920x1080,7.5,3.03,Linux,1976.19
Apple,AMD Ryzen 9,64,2TBSSD,Nvidia RTX 3080,13.3,1920x1080,4.9,3.06,Linux,5828.8
Acer,Intel i5,64,1TBHDD,Integrated,14.0,1366x768,9.3,1.53,Windows,1110.13
Apple,AMD Ryzen 3,64,512GBSSD,AMD Radeon RX 6800,17.3,1920x1080,10.9,2.61,Freedos,3278.89
Apple,Intel i5,32,1TBHDD,AMD Radeon RX 6800,17.3,1920x1080,4.6,2.82,Linux,2321.82
Acer,AMD Ryzen 9,64,512GBSSD,Nvidia GTX 1650,14.0,2560x1440,11.7,2.62,Freedos,4834.34
MSI,Intel i9,4,2TBSSD,Nvidia GTX 1650,17.3,3840x2160,6.7,3.39,Freedos,3474.46
Razer,AMD Ryzen 3,64,1TBHDD,Nvidia GTX 1650,17.3,1920x1080,4.8,3.36,Freedos,2616.46
Dell,Intel i7,4,1TBSSD,Nvidia RTX 3080,15.6,1920x1080,5.9,1.46,Freedos,1281.72
Acer,AMD Ryzen 3,32,1TBSSD,Nvidia RTX 3080,15.6,2560x1440,8.0,1.66,Macos,1753.39
Microsoft,Intel i3,16,512GBSSD,Integrated,17.3,1366x768,5.4,2.42,Linux,552.95
Apple,AMD Ryzen 9,64,256GBSSD,Nvidia RTX 2060,16.0,1920x1080,6.0,2.25,Macos,6401.01
Razer,Intel i5,8,1TBSSD,Nvidia GTX 1650,17.3,1920x1080,6.5,2.77,Macos,1550.06
HP,AMD Ryzen 9,16,256GBSSD,Nvidia RTX 3080,15.6,1366x768,10.7,1.33,Macos,1889.79
Microsoft,AMD Ryzen 9,16,2TBSSD,AMD Radeon RX 6800,14.0,1920x1080,8.1,2.73,Freedos,2122.45
Acer,AMD Ryzen 7,4,512GBSSD,Nvidia GTX 1650,15.6,2560x1440,11.1,3.24,Freedos,1539.33
Apple,Intel i3,64,256GBSSD,Integrated,16.0,2560x1440,10.1,2.76,Linux,2727.24
Lenovo,Intel i7,64,1TBHDD,AMD Radeon RX 6600,16.0,3840x2160,9.8,2.33,Windows,4448.51
Dell,Intel i5,8,2TBSSD,Nvidia GTX 1650,15.6,3840x2160,6.3,2.75,Linux,1898.49
Dell,AMD Ryzen 7,16,512GBSSD,Nvidia RTX 3060,15.6,1366x768,5.7,2.22,Freedos,1269.86
Dell,AMD Ryzen 3,4,2TBSSD,Nvidia RTX 2060,16.0,1366x768,5.9,3.37,Macos,805.58
MSI,AMD Ryzen 3,4,1TBHDD,AMD Radeon RX 6800,13.3,1920x1080,8.5,1.4,Windows,978.28
Acer,AMD Ryzen 3,16,2TBSSD,Nvidia RTX 2060,17.3,3840x2160,6.9,1.4,Freedos,1953.16
MSI,Intel i9,16,1TBSSD,Nvidia GTX 1650,17.3,3840x2160,6.2,1.91,Freedos,4799.64
Asus,AMD Ryzen 3,8,512GBSSD,Integrated,13.3,1920x1080,9.7,1.23,Linux,587.9
Razer,AMD Ryzen 3,4,1TBSSD,Nvidia RTX 2060,16.0,3840x2160,8.1,3.39,Macos,1859.94
Samsung,AMD Ryzen 5,8,2TBSSD,Integrated,16.0,3840x2160,9.2,2.76,Windows,1379.76
Acer,AMD Ryzen 7,16,512GBSSD,AMD Radeon RX 6600,16.0,3840x2160,6.9,1.63,Windows,2752.03
Lenovo,Intel i3,4,256GBSSD,AMD Radeon RX 6600,14.0,1366x768,4.9,1.24,Macos,538.32
Razer,Intel i5,4,512GBSSD,AMD Radeon RX 6600,14.0,2560x1440,5.9,1.22,Windows,1537.04
Samsung,AMD Ryzen 3,16,512GBSSD,Integrated,17.3,1920x1080,10.5,1.42,Macos,738.07
Lenovo,Intel i5,16,512GBSSD,Nvidia RTX 2060,14.0,1366x768,5.9,1.6,Macos,905.63
Samsung,AMD Ryzen 5,64,512GBSSD,Nvidia GTX 1650,15.6,1366x768,10.8,2.18,Windows,2123.24
Asus,AMD Ryzen 3,8,256GBSSD,Nvidia RTX 3060,13.3,2560x1440,6.1,1.33,Linux,1025.97
Lenovo,AMD Ryzen 5,4,2TBSSD,Nvidia RTX 3060,13.3,2560x1440,11.9,2.8,Macos,1104.41
MSI,Intel i9,64,1TBSSD,Nvidia RTX 3060,16.0,1920x1080,9.7,1.76,Windows,5492.18
MSI,AMD Ryzen 5,64,512GBSSD,AMD Radeon RX 6800,16.0,1920x1080,9.1,1.8,Macos,3400.56
HP,Intel i7,8,256GBSSD,AMD Radeon RX 6800,14.0,1920x1080,7.4,3.12,Windows,1342.29
Acer,Intel i3,64,2TBSSD,AMD Radeon RX 6600,13.3,2560x1440,4.5,1.97,Linux,2447.48
Dell,Intel i7,8,2TBSSD,Nvidia RTX 2060,17.3,1366x768,7.7,1.49,Freedos,1209.67
Apple,Intel i9,32,2TBSSD,Nvidia RTX 3060,13.3,2560x1440,10.5,1.95,Freedos,4932.13
Samsung,AMD Ryzen 7,32,256GBSSD,Nvidia RTX 2060,17.3,3840x2160,4.3,1.56,Macos,3690.36
Apple,AMD Ryzen 9,64,512GBSSD,Nvidia RTX 2060,13.3,1366x768,4.1,3.29,Macos,5032.3
Acer,Intel i5,64,2TBSSD,AMD Radeon RX 6800,14.0,3840x2160,5.9,2.12,Windows,3950.91
HP,Intel i7,4,512GBSSD,Integrated,15.6,2560x1440,9.7,1.57,Windows,1175.23
Microsoft,Intel i5,64,1TBHDD,AMD Radeon RX 6800,13.3,1920x1080,11.6,1.86,Macos,2051.18
Lenovo,Intel i7,64,1TBSSD,Nvidia RTX 2060,13.3,2560x1440,11.2,1.52,Macos,3685.1
MSI,Intel i7,4,1TBHDD,Nvidia RTX 2060,14.0,1920x1080,5.6,1.41,Windows,1178.34
HP,AMD Ryzen 3,8,256GBSSD,Integrated,14.0,1366x768,10.4,2.43,Linux,515.19
HP,Intel i5,8,1TBHDD,Integrated,16.0,3840x2160,9.1,3.46,Windows,1057.89
Dell,Intel i3,32,2TBSSD,AMD Radeon RX 6800,15.6,1366x768,9.2,1.3,Windows,1234.98
Asus,Intel i5,32,1TBHDD,AMD Radeon RX 6600,16.0,1366x768,10.9,1.8,Freedos,1239.79
Asus,AMD Ryzen 7,4,256GBSSD,Integrated,16.0,1920x1080,6.7,2.34,Macos,749.09
HP,Intel i5,16,1TBSSD,AMD Radeon RX 6800,17.3,1920x1080,6.1,3.4,Freedos,1278.36
Dell,Intel i5,16,1TBHDD,AMD Radeon RX 6800,14.0,3840x2160,6.0,1.63,Macos,1555.88
Asus,Intel i3,8,2TBSSD,Integrated,16.0,1366x768,11.2,1.38,Freedos,411.66
Apple,Intel i9,64,512GBSSD,AMD Radeon RX 6600,13.3,1366x768,11.8,1.53,Linux,4900.1
MSI,AMD Ryzen 9,16,1TBSSD,AMD Radeon RX 6800,15.6,2560x1440,10.8,2.54,Freedos,3421.02
Razer,AMD Ryzen 3,4,2TBSSD,AMD Radeon RX 6600,13.3,1920x1080,10.1,2.1,Linux,1138.02
Asus,AMD Ryzen 9,16,256GBSSD,Integrated,16.0,3840x2160,11.7,2.86,Windows,2435.39
Razer,AMD Ryzen 5,16,1TBSSD,Nvidia RTX 2060,17.3,1366x768,5.1,1.28,Freedos,1616.87
Samsung,Intel i3,16,1TBHDD,Nvidia GTX 1650,17.3,2560x1440,11.9,1.33,Linux,1088.36
